岡山,66930,官,岡山,おかやま,"",41,133,55,5,平23.12.20
広島,67900,雪,高野,たかの,"",2,132,54,570,平2.11.1
広島,67905,雪,八幡,やわた,"",42,132,10,774,平2.11.1
広島,67910,雪,大朝,おおあさ,"",46,132,27,399,平2.11.1
広島,67920,官,広島,ひろしま,"",23,132,27,4,平24.3.14
島根,68900,雪,横田,よこた,"",10,133,6,369,昭56.11.17
島根,68905,雪,赤名,あかな,"",0,132,42,444,昭56.11.17
島根,68910,雪,瑞穂,みずほ,"",51,132,31,327,昭59.11.15
島根,68915,雪,弥栄,やさか,"",46,132,6,380,昭59.11.15
島根,68955,官,西郷,さいごう,"",12,133,20,27,平20.10.1
島根,68960,官,松江,まつえ,"",27,133,3,17,平13.3.1
鳥取,69900,雪,倉吉,くらよし,"",28,133,50,8,昭56.11.8
鳥取,69905,雪,大山,だいせん,"",23,133,32,875,昭56.11.8
鳥取,69910,官,境,さかい,"",32,133,14,2,平15.3.1
鳥取,69915,雪,智頭,ちず,"",15,134,14,182,昭56.11.8
鳥取,69930,官,米子,よなご,"",26,133,20,7,平13.3.1
鳥取,69940,官,鳥取,とっとり,"",29,134,14,7,平13.3.1
徳島,71900,官,徳島,とくしま,"",4,134,34,2,平25.3.5
香川,72900,官,高松,たかまつ,"",19,134,3,9,平23.12.20
愛媛,73900,官,松山,まつやま,"",50,132,46,32,平24.2.1
高知,74900,官,高知,こうち,"",34,133,32,1,平24.12.18
山口,81900,官,山口,やまぐち,"",9,131,27,18,平22.10.1
山口,81905,官,下関,しものせき,"",56,130,55,3,平23.12.20
福岡,82900,官,福岡,ふくおか,"",34,130,22,3,平23.4.1
大分,83900,官,大分,おおいた,"",14,131,37,5,平24.12.18
長崎,84900,官,長崎,ながさき,"",44,129,52,27,平25.3.5
佐賀,85900,官,佐賀,さが,"",15,130,18,6,平25.1.22
熊本,86900,官,阿蘇山,あそさん,"",52,131,4,1142,平12.10.10
熊本,86901,雪,南阿蘇,みなみあそ,"",49,131,0,393,平27.1.16
熊本,86905,官,熊本,くまもと,"",48,130,42,38,平24.12.18
鹿児島,88905,官,鹿児島,かごしま,"",33,130,32,4,平25.1.22
